Date,tmp_air_max,tmp_air_min,sns_drt,rpr_hail,rpr_snow,rpr_frost,rpr_fog,rpr_thunder,rpr_lightening,rpr_sand_storm,rpr_gale,stations,Kinneret_Level,rain_mm,year,month,day,rain_day,rain_yesterday,rain_yesterday_mm,Change_from_last_day,KinneretInPrecent
1969-01-01,19.702941176470585,7.285294117647059,516.0,,,,1.0,,,,,34,-209.17,0.0,1969,1,1,0,0.0,0.0,,0.8675799086758026
1969-01-02,19.720588235294116,8.782352941176471,477.0,,,,,,,,,34,-209.21,0.0,1969,1,2,0,0.0,0.0,-0.040000000000020464,0.8614916286149167
1969-01-03,18.805882352941172,11.200000000000001,324.0,,,,,,,,,34,-209.22,3.4,1969,1,3,1,0.0,0.0,-0.009999999999990905,0.8599695585996974
1969-01-04,16.900000000000002,10.964705882352943,252.0,1.0,,,1.0,,1.0,,,34,-209.25,76.35627530364373,1969,1,4,1,1.0,3.4,-0.030000000000001137,0.8554033485540351
1969-01-05,14.355882352941176,8.308823529411764,312.0,1.0,,,1.0,1.0,1.0,,,34,-209.27,229.17142857142858,1969,1,5,1,1.0,76.35627530364373,-0.020000000000010232,0.8523592085235921
1969-01-06,11.200000000000001,6.917647058823529,165.0,1.0,1.0,,1.0,1.0,1.0,,,34,-209.28,399.65862068965515,1969,1,6,1,1.0,229.17142857142858,-0.009999999999990905,0.8508371385083728
1969-01-07,11.129411764705884,7.176470588235295,6.0,1.0,1.0,,1.0,1.0,1.0,,,34,-209.2,250.31034482758622,1969,1,7,1,1.0,399.65862068965515,0.0800000000000125,0.8630136986301403
1969-01-08,13.297058823529412,7.520588235294119,246.0,,,,1.0,1.0,1.0,,,34,-209.16,53.1505376344086,1969,1,8,1,1.0,250.31034482758622,0.03999999999999204,0.8691019786910219
1969-01-09,15.40882352941176,7.15,350.0,,,,,,1.0,,,34,-209.14,7.882978723404255,1969,1,9,1,1.0,53.1505376344086,0.020000000000010232,0.8721461187214649
1969-01-10,16.044117647058826,6.288235294117646,444.0,,,,,,1.0,,,34,-209.13,0.4,1969,1,10,1,1.0,7.882978723404255,0.009999999999990905,0.8736681887366842
1969-01-11,16.461764705882356,5.642424242424243,447.0,,,,1.0,,,,,34,-209.14,0.6666666666666666,1969,1,11,1,1.0,0.4,-0.009999999999990905,0.8721461187214649
1969-01-12,14.088235294117647,6.923529411764704,6.0,,,,1.0,,,,,34,-209.15,195.72822299651568,1969,1,12,1,1.0,0.6666666666666666,-0.010000000000019327,0.8706240487062412
1969-01-13,14.682352941176473,9.605882352941176,30.0,,,,1.0,,,,,34,-209.16,25.420454545454547,1969,1,13,1,1.0,195.72822299651568,-0.009999999999990905,0.8691019786910219
1969-01-14,15.373529411764707,9.803124999999998,80.0,,,,1.0,,,,,34,-209.14,55.308,1969,1,14,1,1.0,25.420454545454547,0.020000000000010232,0.8721461187214649
1969-01-15,16.76176470588236,8.005882352941176,478.0,,,,1.0,,,,,34,-209.14,3.0,1969,1,15,1,1.0,55.308,0.0,0.8721461187214649
1969-01-16,17.297058823529408,8.624242424242425,213.0,,,,,,,,,34,-209.15,0.0,1969,1,16,0,1.0,3.0,-0.010000000000019327,0.8706240487062412
1969-01-17,19.15294117647059,10.155882352941179,534.0,,,,,,,,,34,-209.16,0.0,1969,1,17,0,0.0,0.0,-0.009999999999990905,0.8691019786910219
1969-01-18,19.930303030303033,11.784848484848482,424.0,,,,1.0,1.0,1.0,,,33,-209.18,132.30103806228374,1969,1,18,1,0.0,0.0,-0.020000000000010232,0.866057838660579
1969-01-19,15.405882352941175,8.047058823529412,318.0,1.0,,,1.0,1.0,1.0,,,34,-209.19,157.7921146953405,1969,1,19,1,1.0,132.30103806228374,-0.009999999999990905,0.8645357686453596
1969-01-20,14.19705882352941,9.91764705882353,75.0,1.0,,,1.0,1.0,1.0,,,34,-209.21,179.3298969072165,1969,1,20,1,1.0,157.7921146953405,-0.020000000000010232,0.8614916286149167
1969-01-21,14.152941176470588,10.669696969696966,117.0,1.0,,,1.0,,1.0,,1.0,34,-209.15,302.8298611111111,1969,1,21,1,1.0,179.3298969072165,0.060000000000002274,0.8706240487062412
1969-01-22,12.891176470588235,8.858823529411765,48.0,1.0,,,1.0,1.0,1.0,1.0,1.0,34,-209.05,639.3413793103448,1969,1,22,1,1.0,302.8298611111111,0.09999999999999432,0.8858447488584473
1969-01-23,12.064705882352944,8.52941176470588,51.0,,,,1.0,,,,,34,-208.69,169.8591065292096,1969,1,23,1,1.0,639.3413793103448,0.36000000000001364,0.9406392694063948
1969-01-24,11.679411764705879,7.214705882352941,120.0,1.0,,,1.0,1.0,,,,34,-208.55,175.8303886925795,1969,1,24,1,1.0,169.8591065292096,0.13999999999998636,0.9619482496194824
1969-01-25,13.632352941176473,8.399999999999999,63.0,,,,1.0,,,,,34,-208.47,132.55555555555554,1969,1,25,1,1.0,175.8303886925795,0.0800000000000125,0.9741248097412499
1969-01-26,13.62941176470588,8.950000000000001,80.0,,,,1.0,,,,,34,-208.42,43.90459363957597,1969,1,26,1,1.0,132.55555555555554,0.05000000000001137,0.9817351598173553
1969-01-27,13.188235294117646,7.0058823529411764,93.0,,,,1.0,,1.0,,,34,-208.37,85.55633802816901,1969,1,27,1,1.0,43.90459363957597,0.04999999999998295,0.9893455098934562
1969-01-28,11.552941176470588,6.460606060606059,81.0,1.0,1.0,,1.0,1.0,1.0,,1.0,34,-208.36,181.7762237762238,1969,1,28,1,1.0,85.55633802816901,0.009999999999990905,0.9908675799086755
1969-01-29,8.576470588235296,3.6848484848484846,148.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,34,-208.32,77.70138888888889,1969,1,29,1,1.0,181.7762237762238,0.040000000000020464,0.9969558599695614
1969-01-30,12.720588235294118,2.797058823529412,446.0,,,1.0,1.0,1.0,,,,34,-208.3,15.485549132947977,1969,1,30,1,1.0,77.70138888888889,0.01999999999998181,1.0
1969-01-31,11.747058823529409,5.36764705882353,48.0,,,,1.0,,,,,34,-208.31,39.21632653061224,1969,1,31,1,1.0,15.485549132947977,-0.009999999999990905,0.9984779299847807
1969-02-01,14.070588235294117,8.347058823529412,219.0,,,,1.0,,,,,34,-208.33,63.90534979423868,1969,2,1,1,1.0,39.21632653061224,-0.020000000000010232,0.9954337899543377
1969-02-02,17.944117647058825,7.584848484848483,552.0,,,,1.0,,,,,34,-208.34,0.0,1969,2,2,0,1.0,63.90534979423868,-0.009999999999990905,0.9939117199391184
1969-02-03,18.04705882352941,6.881818181818181,572.0,,,,1.0,,,,,34,-208.35,2.0,1969,2,3,1,0.0,0.0,-0.009999999999990905,0.9923896499238991
1969-02-04,18.526470588235295,7.194117647058825,392.0,,,,1.0,,,,,34,-208.38,0.0,1969,2,4,0,1.0,2.0,-0.030000000000001137,0.9878234398782368
1969-02-05,18.650000000000002,8.320588235294117,326.0,,,,1.0,,,,,34,-208.42,0.0,1969,2,5,0,0.0,0.0,-0.03999999999999204,0.9817351598173553
1969-02-06,19.488235294117644,6.788235294117648,556.0,,,,1.0,,,,,34,-208.45,8.0,1969,2,6,1,0.0,0.0,-0.030000000000001137,0.9771689497716929
1969-02-07,19.31470588235294,8.358823529411765,516.0,1.0,,,,1.0,1.0,,1.0,34,-208.49,153.05017921146953,1969,2,7,1,1.0,8.0,-0.040000000000020464,0.971080669710807
1969-02-08,15.039393939393937,8.10909090909091,316.0,1.0,,,1.0,1.0,,,1.0,33,-208.51,59.48375451263538,1969,2,8,1,1.0,153.05017921146953,-0.01999999999998181,0.9680365296803684
1969-02-09,16.452941176470596,7.905882352941177,500.0,,,,1.0,,,,,34,-208.52,28.0,1969,2,9,1,1.0,59.48375451263538,-0.010000000000019327,0.9665144596651447
1969-02-10,16.405882352941177,5.330303030303029,458.0,,,,1.0,,,,,34,-208.55,0.0,1969,2,10,0,1.0,28.0,-0.030000000000001137,0.9619482496194824
1969-02-11,17.5764705882353,5.581818181818182,584.0,,,,1.0,,,,,34,-208.57,0.4,1969,2,11,1,0.0,0.0,-0.01999999999998181,0.9589041095890438
1969-02-12,18.341176470588238,8.08787878787879,174.0,,,,1.0,,,,,34,-208.62,7.2727272727272725,1969,2,12,1,1.0,0.4,-0.05000000000001137,0.9512937595129386
1969-02-13,15.523529411764704,7.984848484848486,464.0,,,,1.0,,,,,34,-208.66,0.0,1969,2,13,0,1.0,7.2727272727272725,-0.03999999999999204,0.945205479452057
1969-02-14,16.86764705882353,4.681818181818181,576.0,,,,,,,,,34,-208.69,0.0,1969,2,14,0,0.0,0.0,-0.030000000000001137,0.9406392694063948
1969-02-15,18.655882352941177,6.8969696969696965,452.0,,,,,,,,,34,-208.72,0.0,1969,2,15,0,0.0,0.0,-0.030000000000001137,0.9360730593607325
1969-02-16,21.51470588235294,11.933333333333335,76.0,,,,,,,,,34,-208.76,0.0,1969,2,16,0,0.0,0.0,-0.03999999999999204,0.9299847792998508
1969-02-17,22.69117647058824,12.98787878787879,18.0,,,,,,,,,34,-208.81,1.0769230769230769,1969,2,17,1,0.0,0.0,-0.05000000000001137,0.9223744292237456
1969-02-18,19.23235294117647,11.424999999999997,552.0,,,,,,,,,34,-208.85,1.1111111111111112,1969,2,18,1,1.0,1.0769230769230769,-0.03999999999999204,0.916286149162864
1969-02-19,16.329411764705885,9.56969696969697,510.0,1.0,,,,,,,,34,-208.88,5.806451612903226,1969,2,19,1,1.0,1.1111111111111112,-0.030000000000001137,0.9117199391172017
1969-02-20,15.729411764705885,6.893939393939393,378.0,,,,,,,,,34,-208.91,3.3333333333333335,1969,2,20,1,1.0,5.806451612903226,-0.030000000000001137,0.9071537290715395
1969-02-21,16.626470588235293,4.144117647058823,544.0,,,,,,,,,34,-208.91,0.5555555555555556,1969,2,21,1,1.0,3.3333333333333335,0.0,0.9071537290715395
1969-02-22,16.01470588235294,6.117647058823527,192.0,,,,,,,,,34,-208.91,0.05,1969,2,22,1,1.0,0.5555555555555556,0.0,0.9071537290715395
1969-02-23,19.914705882352937,8.141176470588235,482.0,,,,,,,,,34,-208.91,0.0,1969,2,23,0,1.0,0.05,0.0,0.9071537290715395
1969-02-24,18.88235294117647,8.408823529411766,588.0,,,,,,,,,34,-208.91,0.0,1969,2,24,0,0.0,0.0,0.0,0.9071537290715395
1969-02-25,22.400000000000002,7.217647058823529,606.0,,,,1.0,,,,,34,-208.92,0.0,1969,2,25,0,0.0,0.0,-0.009999999999990905,0.9056316590563201
1969-02-26,25.788235294117655,12.882352941176473,532.0,,,,,,,,,34,-208.92,1.0,1969,2,26,1,0.0,0.0,0.0,0.9056316590563201
1969-02-27,21.53939393939394,13.657575757575756,174.0,,,,1.0,,,,,33,-208.91,0.0,1969,2,27,0,1.0,1.0,0.009999999999990905,0.9071537290715395
1969-02-28,19.514705882352942,10.502941176470587,572.0,,,,1.0,,,,,34,-208.91,0.0,1969,2,28,0,0.0,0.0,0.0,0.9071537290715395
1969-03-01,21.378125000000004,7.503125,429.0,,,,1.0,,,,,32,-208.91,0.0,1969,3,1,0,0.0,0.0,0.0,0.9071537290715395
1969-03-02,25.706060606060607,12.345454545454544,282.0,,,,,,,,,33,-208.91,0.0,1969,3,2,0,0.0,0.0,0.0,0.9071537290715395
1969-03-03,23.41818181818182,12.339393939393938,339.0,,,,,,,,,33,-208.91,0.0,1969,3,3,0,0.0,0.0,0.0,0.9071537290715395
1969-03-04,23.027272727272724,10.887878787878789,417.0,,,,1.0,,,,,33,-208.9,0.0,1969,3,4,0,0.0,0.0,0.009999999999990905,0.9086757990867588
1969-03-05,25.236363636363638,12.339393939393942,333.0,,,,,,,,,33,-208.9,0.0,1969,3,5,0,0.0,0.0,0.0,0.9086757990867588
1969-03-06,24.657575757575763,16.057575757575762,135.0,,,,,,,,,33,-208.9,1.1111111111111112,1969,3,6,1,0.0,0.0,0.0,0.9086757990867588
1969-03-07,22.53333333333333,13.506060606060608,354.0,,,,1.0,,1.0,,1.0,33,-208.9,16.495238095238093,1969,3,7,1,1.0,1.1111111111111112,0.0,0.9086757990867588
1969-03-08,18.675,11.075757575757578,468.0,,,,1.0,,,,,33,-208.89,0.6666666666666666,1969,3,8,1,1.0,16.495238095238093,0.010000000000019327,0.9101978691019824
1969-03-09,16.493939393939396,8.921212121212122,21.0,,,,,,,,,33,-208.89,41.02877697841727,1969,3,9,1,1.0,0.6666666666666666,0.0,0.9101978691019824
1969-03-10,16.5,10.248484848484848,393.0,,,,1.0,,,,,33,-208.89,25.70212765957447,1969,3,10,1,1.0,41.02877697841727,0.0,0.9101978691019824
1969-03-11,17.67575757575758,8.230303030303029,309.0,,,,,,,,,33,-208.9,1.5,1969,3,11,1,1.0,25.70212765957447,-0.010000000000019327,0.9086757990867588
1969-03-12,19.021212121212123,5.657575757575757,606.0,,,,1.0,,,,,33,-208.91,0.0,1969,3,12,0,1.0,1.5,-0.009999999999990905,0.9071537290715395
1969-03-13,18.575,5.831250000000002,567.0,,,,,,,,,32,-208.92,0.0,1969,3,13,0,0.0,0.0,-0.009999999999990905,0.9056316590563201
1969-03-14,17.91515151515152,9.342424242424242,549.0,,,,,,,,,33,-208.93,4.933333333333334,1969,3,14,1,0.0,0.0,-0.010000000000019327,0.9041095890410965
1969-03-15,18.17575757575758,7.696969696969697,315.0,,,,,,,,,33,-208.92,3.0,1969,3,15,1,1.0,4.933333333333334,0.010000000000019327,0.9056316590563201
1969-03-16,23.366666666666667,7.806060606060605,459.0,,,,,,,,,33,-208.92,0.0,1969,3,16,0,1.0,3.0,0.0,0.9056316590563201
1969-03-17,25.084848484848486,14.012121212121212,132.0,,,,,,,1.0,,33,-208.92,1.9454545454545455,1969,3,17,1,0.0,0.0,0.0,0.9056316590563201
1969-03-18,23.159374999999997,13.40909090909091,144.0,,,,1.0,,,,,33,-208.92,52.45614035087719,1969,3,18,1,1.0,1.9454545454545455,0.0,0.9056316590563201
1969-03-19,18.971875,11.66875,378.0,1.0,,,1.0,1.0,1.0,,1.0,33,-208.92,169.135231316726,1969,3,19,1,1.0,52.45614035087719,0.0,0.9056316590563201
1969-03-20,16.984374999999996,12.206451612903225,276.0,1.0,,,1.0,1.0,1.0,,1.0,32,-208.91,289.52836879432624,1969,3,20,1,1.0,169.135231316726,0.009999999999990905,0.9071537290715395
1969-03-21,16.912121212121214,10.827272727272728,240.0,1.0,,,1.0,1.0,1.0,,1.0,33,-208.87,186.31884057971016,1969,3,21,1,1.0,289.52836879432624,0.03999999999999204,0.913242009132421
1969-03-22,14.684374999999998,10.265625000000002,18.0,1.0,,,1.0,1.0,,,1.0,32,-208.83,183.547703180212,1969,3,22,1,1.0,186.31884057971016,0.03999999999999204,0.9193302891933026
1969-03-23,15.227272727272728,9.9030303030303,111.0,1.0,,,,,,,1.0,33,-208.76,80.86940298507463,1969,3,23,1,1.0,183.547703180212,0.0700000000000216,0.9299847792998508
1969-03-24,17.800000000000004,10.224242424242423,510.0,,,,1.0,,,,,33,-208.7,3.1333333333333333,1969,3,24,1,1.0,80.86940298507463,0.060000000000002274,0.9391171993911754
1969-03-25,22.800000000000004,9.733333333333329,165.0,,,,,,,,,33,-208.68,3.2,1969,3,25,1,1.0,3.1333333333333333,0.01999999999998181,0.9421613394216141
1969-03-26,26.32424242424242,9.62121212121212,510.0,,,,1.0,,,,,33,-208.71,0.0,1969,3,26,0,1.0,3.2,-0.030000000000001137,0.9375951293759518
1969-03-27,25.709090909090907,15.75,15.0,,,,1.0,,,1.0,,33,-208.73,0.0,1969,3,27,0,0.0,0.0,-0.01999999999998181,0.9345509893455131
1969-03-28,22.737499999999997,13.060606060606057,453.0,,,,1.0,,,,,33,-208.74,0.0,1969,3,28,0,0.0,0.0,-0.010000000000019327,0.9330289193302894
1969-03-29,25.159999999999993,14.816129032258063,381.0,,,,,,,1.0,1.0,32,-208.76,1.8181818181818181,1969,3,29,1,0.0,0.0,-0.01999999999998181,0.9299847792998508
1969-03-30,20.41875,13.242424242424242,600.0,,,,,,,,,33,-208.78,0.0,1969,3,30,0,1.0,1.8181818181818181,-0.020000000000010232,0.9269406392694078
1969-03-31,25.072727272727278,10.781818181818181,87.0,,,,,,,1.0,,33,-208.81,10.219696969696969,1969,3,31,1,0.0,0.0,-0.030000000000001137,0.9223744292237456
1969-04-01,18.549999999999997,10.943749999999998,528.0,1.0,,,,,,,,33,-208.85,8.485714285714286,1969,4,1,1,1.0,10.219696969696969,-0.03999999999999204,0.916286149162864
1969-04-02,18.040625000000002,8.003124999999999,594.0,,,,,,,,,33,-208.87,1.5,1969,4,2,1,1.0,8.485714285714286,-0.020000000000010232,0.913242009132421
1969-04-03,20.925,7.419354838709678,237.0,,,,,,,,,33,-208.9,13.341772151898734,1969,4,3,1,1.0,1.5,-0.030000000000001137,0.9086757990867588
1969-04-04,20.165625000000002,11.790625,243.0,1.0,,,1.0,1.0,1.0,,,33,-208.92,64.5,1969,4,4,1,1.0,13.341772151898734,-0.01999999999998181,0.9056316590563201
1969-04-05,19.393548387096775,8.687096774193549,600.0,,,,1.0,1.0,,,,32,-208.92,13.076923076923077,1969,4,5,1,1.0,64.5,0.0,0.9056316590563201
1969-04-06,19.477419354838712,10.154838709677419,621.0,,,,1.0,,,,,32,-208.93,1.0,1969,4,6,1,1.0,13.076923076923077,-0.010000000000019327,0.9041095890410965
1969-04-07,20.143749999999997,7.383870967741934,618.0,,,,1.0,,,,,33,-208.93,0.0,1969,4,7,0,1.0,1.0,0.0,0.9041095890410965
1969-04-08,21.234375,6.703125,405.0,,,,,,,,,33,-208.93,1.1538461538461537,1969,4,8,1,0.0,0.0,0.0,0.9041095890410965
1969-04-09,22.231250000000006,9.896774193548383,78.0,,,,,,,,,33,-208.94,1.8688524590163935,1969,4,9,1,1.0,1.1538461538461537,-0.009999999999990905,0.9025875190258772
1969-04-10,24.759374999999995,12.606451612903223,552.0,,,,1.0,,,,,33,-208.94,0.5714285714285714,1969,4,10,1,1.0,1.8688524590163935,0.0,0.9025875190258772
1969-04-11,19.421874999999996,11.665625,513.0,,,,1.0,,,,,33,-208.94,3.5142857142857142,1969,4,11,1,1.0,0.5714285714285714,0.0,0.9025875190258772
1969-04-12,14.506451612903229,10.293548387096775,291.0,1.0,,,,,,,1.0,32,-208.94,10.28,1969,4,12,1,1.0,3.5142857142857142,0.0,0.9025875190258772
1969-04-13,18.025,8.49375,687.0,,,,,1.0,,,,33,-208.95,2.6,1969,4,13,1,1.0,10.28,-0.009999999999990905,0.9010654490106579
1969-04-14,24.793749999999996,6.340625000000001,639.0,,,,,,,,,33,-208.95,8.657142857142857,1969,4,14,1,1.0,2.6,0.0,0.9010654490106579
1969-04-15,21.23030303030303,13.869696969696971,105.0,,,,,,,,,33,-208.95,12.753846153846155,1969,4,15,1,1.0,8.657142857142857,0.0,0.9010654490106579
1969-04-16,20.663636363636368,14.01818181818182,579.0,1.0,,,,1.0,,,1.0,33,-208.95,71.95275590551181,1969,4,16,1,1.0,12.753846153846155,0.0,0.9010654490106579
1969-04-17,17.224242424242426,9.96969696969697,501.0,1.0,,,1.0,1.0,,,1.0,33,-208.95,48.766839378238345,1969,4,17,1,1.0,71.95275590551181,0.0,0.9010654490106579
1969-04-18,19.603030303030298,10.484848484848483,678.0,,,,1.0,,,,,33,-208.94,1.4166666666666667,1969,4,18,1,1.0,48.766839378238345,0.009999999999990905,0.9025875190258772
1969-04-19,23.739393939393935,8.733333333333333,720.0,,,,,,,,,33,-208.93,0.0,1969,4,19,0,1.0,1.4166666666666667,0.009999999999990905,0.9041095890410965
1969-04-20,23.89090909090909,9.045454545454545,714.0,,,,,,,,,33,-208.92,0.0,1969,4,20,0,0.0,0.0,0.010000000000019327,0.9056316590563201
1969-04-21,22.828125,9.196969696969695,717.0,,,,1.0,,,,,33,-208.92,0.0,1969,4,21,0,0.0,0.0,0.0,0.9056316590563201
1969-04-22,27.015151515151512,9.333333333333332,546.0,,,,,,,,,33,-208.91,0.0,1969,4,22,0,0.0,0.0,0.009999999999990905,0.9071537290715395
1969-04-23,27.760606060606055,15.856250000000005,420.0,,,,1.0,,,,,33,-208.9,0.0,1969,4,23,0,0.0,0.0,0.009999999999990905,0.9086757990867588
1969-04-24,26.096874999999997,15.515151515151514,240.0,,,,1.0,,,,,33,-208.89,0.0,1969,4,24,0,0.0,0.0,0.010000000000019327,0.9101978691019824
1969-04-25,28.865625000000005,14.487499999999997,510.0,,,,1.0,,,,,33,-208.88,0.0,1969,4,25,0,0.0,0.0,0.009999999999990905,0.9117199391172017
1969-04-26,21.31290322580646,12.545161290322579,708.0,,,,1.0,,,,,32,-208.88,0.0,1969,4,26,0,0.0,0.0,0.0,0.9117199391172017
1969-04-27,22.150000000000002,9.1625,726.0,,,,,,,,,33,-208.88,0.0,1969,4,27,0,0.0,0.0,0.0,0.9117199391172017
1969-04-28,23.212500000000002,10.2125,675.0,,,,1.0,,,,,33,-208.88,0.0,1969,4,28,0,0.0,0.0,0.0,0.9117199391172017
1969-04-29,23.29354838709677,11.109375,735.0,,,,1.0,,,,,33,-208.89,0.0,1969,4,29,0,0.0,0.0,-0.009999999999990905,0.9101978691019824
1969-04-30,23.948387096774198,9.543750000000001,720.0,,,,,,,,,33,-208.89,0.0,1969,4,30,0,0.0,0.0,0.0,0.9101978691019824
1969-05-01,28.2,9.165624999999999,573.0,,,,,,,,,32,-208.9,0.0,1969,5,1,0,0.0,0.0,-0.010000000000019327,0.9086757990867588
1969-05-02,25.93333333333333,16.26129032258065,504.0,,,,,,,1.0,,32,-208.9,1.4,1969,5,2,1,0.0,0.0,0.0,0.9086757990867588
1969-05-03,21.500000000000004,14.744827586206897,549.0,,,,1.0,,,,,31,-208.9,8.405405405405405,1969,5,3,1,1.0,1.4,0.0,0.9086757990867588
1969-05-04,22.819999999999997,11.296774193548385,621.0,,,,1.0,,,,,32,-208.91,0.25,1969,5,4,1,1.0,8.405405405405405,-0.009999999999990905,0.9071537290715395
1969-05-05,22.996774193548386,11.006250000000003,579.0,,,,1.0,,,,,32,-208.91,3.2222222222222223,1969,5,5,1,1.0,0.25,0.0,0.9071537290715395
1969-05-06,23.14838709677419,13.318750000000001,402.0,,,,,,,,,32,-208.91,1.875,1969,5,6,1,1.0,3.2222222222222223,0.0,0.9071537290715395
1969-05-07,25.354838709677416,13.603125,681.0,,,,1.0,,,,,32,-208.92,0.0,1969,5,7,0,1.0,1.875,-0.009999999999990905,0.9056316590563201
1969-05-08,27.816129032258072,11.60625,741.0,,,,1.0,,,,,32,-208.92,0.0,1969,5,8,0,0.0,0.0,0.0,0.9056316590563201
1969-05-09,31.838709677419356,13.971874999999999,588.0,,,,,,,1.0,,32,-208.91,0.0,1969,5,9,0,0.0,0.0,0.009999999999990905,0.9071537290715395
1969-05-10,26.613333333333337,17.561290322580643,330.0,,,,,1.0,,,,31,-208.92,0.9583333333333334,1969,5,10,1,0.0,0.0,-0.009999999999990905,0.9056316590563201
1969-05-11,27.200000000000006,16.503125,24.0,,,,1.0,,,1.0,,32,-208.92,1.2345679012345678,1969,5,11,1,1.0,0.9583333333333334,0.0,0.9056316590563201
1969-05-12,29.275000000000006,20.996875,195.0,,,,,,,,,32,-208.92,1.25,1969,5,12,1,1.0,1.2345679012345678,0.0,0.9056316590563201
1969-05-13,25.590625000000006,16.903125,621.0,,,,1.0,,1.0,,,32,-208.92,0.0,1969,5,13,0,1.0,1.25,0.0,0.9056316590563201
1969-05-14,24.025,12.068749999999998,684.0,,,,,,,,,32,-208.92,5.0,1969,5,14,1,0.0,0.0,0.0,0.9056316590563201
1969-05-15,24.306250000000002,13.190624999999999,462.0,,,,,,,,,32,-208.93,0.0,1969,5,15,0,1.0,5.0,-0.010000000000019327,0.9041095890410965
1969-05-16,27.950000000000006,11.987499999999999,738.0,,,,,,,,,32,-208.93,0.0,1969,5,16,0,0.0,0.0,0.0,0.9041095890410965
1969-05-17,31.993750000000002,16.35483870967742,582.0,1.0,,,,1.0,1.0,1.0,,32,-208.93,9.758064516129032,1969,5,17,1,0.0,0.0,0.0,0.9041095890410965
1969-05-18,26.077419354838707,15.535483870967743,720.0,,,,1.0,,,,,32,-208.94,0.0,1969,5,18,0,1.0,9.758064516129032,-0.009999999999990905,0.9025875190258772
1969-05-19,27.00645161290322,14.153333333333332,744.0,,,,1.0,,,,,32,-208.94,0.0,1969,5,19,0,0.0,0.0,0.0,0.9025875190258772
1969-05-20,33.26451612903225,16.133333333333333,720.0,,,,1.0,,,,,32,-208.93,0.0,1969,5,20,0,0.0,0.0,0.009999999999990905,0.9041095890410965
1969-05-21,37.91428571428571,21.764285714285712,768.0,,,,,1.0,,,,32,-208.93,0.0,1969,5,21,0,0.0,0.0,0.0,0.9041095890410965
1969-05-22,40.859375,24.509999999999998,660.0,,,,,1.0,1.0,,,32,-208.94,0.0,1969,5,22,0,0.0,0.0,-0.009999999999990905,0.9025875190258772
1969-05-23,37.800000000000004,23.667741935483868,720.0,,,,,,1.0,,,32,-208.94,0.0,1969,5,23,0,0.0,0.0,0.0,0.9025875190258772
1969-05-24,29.650000000000002,18.41,609.0,,,,,,,,,31,-208.94,0.0,1969,5,24,0,0.0,0.0,0.0,0.9025875190258772
1969-05-25,26.820000000000004,16.833333333333332,546.0,,,,1.0,,,,,31,-208.94,0.0,1969,5,25,0,0.0,0.0,0.0,0.9025875190258772
1969-05-26,27.074193548387097,16.23548387096774,684.0,,,,1.0,,,,,32,-208.95,0.0,1969,5,26,0,0.0,0.0,-0.009999999999990905,0.9010654490106579
1969-05-27,28.336666666666666,16.5,657.0,,,,,,,,,31,-208.96,0.0,1969,5,27,0,0.0,0.0,-0.010000000000019327,0.8995433789954342
1969-05-28,29.25333333333333,15.830000000000002,726.0,,,,1.0,,,,,32,-208.96,0.0,1969,5,28,0,0.0,0.0,0.0,0.8995433789954342
1969-05-29,30.567741935483863,15.678125000000003,678.0,,,,1.0,,,,,32,-208.96,0.0,1969,5,29,0,0.0,0.0,0.0,0.8995433789954342
1969-05-30,34.39032258064516,17.919354838709676,756.0,,,,,,,,,32,-208.95,0.0,1969,5,30,0,0.0,0.0,0.010000000000019327,0.9010654490106579
1969-05-31,36.20645161290324,20.825806451612905,699.0,,,,,,,,,32,-208.95,0.0,1969,5,31,0,0.0,0.0,0.0,0.9010654490106579
1969-06-01,39.03225806451613,21.67,672.0,,,,1.0,,,,,31,-208.94,0.0,1969,6,1,0,0.0,0.0,0.009999999999990905,0.9025875190258772
1969-06-02,40.465624999999996,22.900000000000006,741.0,,,,,,,,1.0,32,-208.94,0.0,1969,6,2,0,0.0,0.0,0.0,0.9025875190258772
1969-06-03,37.493750000000006,25.003225806451617,759.0,,,,,1.0,,,,32,-208.93,0.0,1969,6,3,0,0.0,0.0,0.009999999999990905,0.9041095890410965
1969-06-04,34.68125,21.180645161290318,750.0,,,,,,,,,32,-208.93,0.0,1969,6,4,0,0.0,0.0,0.0,0.9041095890410965
1969-06-05,30.63225806451613,20.606451612903225,720.0,,,,1.0,,,,,32,-208.93,0.0,1969,6,5,0,0.0,0.0,0.0,0.9041095890410965
1969-06-06,29.271875,18.09354838709677,696.0,,,,1.0,,,,,32,-208.93,0.0,1969,6,6,0,0.0,0.0,0.0,0.9041095890410965
1969-06-07,30.95483870967742,17.955172413793104,705.0,,,,1.0,,,,,31,-208.93,0.0,1969,6,7,0,0.0,0.0,0.0,0.9041095890410965
1969-06-08,33.20645161290323,16.89032258064516,726.0,,,,1.0,,,,,32,-208.93,0.0,1969,6,8,0,0.0,0.0,0.0,0.9041095890410965
1969-06-09,31.36774193548388,18.90967741935484,681.0,,,,1.0,,,,,32,-208.93,0.0,1969,6,9,0,0.0,0.0,0.0,0.9041095890410965
1969-06-10,29.21935483870968,17.941935483870967,678.0,,,,,,,,,32,-208.93,0.0,1969,6,10,0,0.0,0.0,0.0,0.9041095890410965
